HAddress,HAttractions,HGFW,HImages,HLanguage,HMail,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HTel,HVideos,URL
"50 Be Nghe Street Phu Hoi Ward, Huế Việt Nam",5,87,,"Tiếng Việt, Tiếng Anh",,Blue Sky Homestay,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Blue Sky Homestay có điểm du lịch nổi tiếng nào?, ,Blue Sky Homestay có những tiện nghi tại cơ sở kinh doanh gì?, ,Blue Sky Homestay có những lựa chọn đồ ăn & đồ uống gì?, ,Blue Sky Homestay có chỗ đỗ xe không?, ,Gần Blue Sky Homestay có nhà hàng nào?, ,Tôi có thể tập thể dục tại Blue Sky Homestay không?, ,Blue Sky Homestay có dịch vụ đưa đón tại sân bay không?, ,Blue Sky Homestay có nằm gần trung tâm thành phố không?, ,Nhân viên tại Blue Sky Homestay nói ngôn ngữ gì?, ",,0,,0,NA,11,,Huế,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d13344409-Reviews-Blue_Sky_Homestay-Hue_Thua_Thien_Hue_Province.html
,0,0,,,,Hallo,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế",,,0,,0,NA,0,,Huế,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d20109397-Reviews-Hallo-Hue_Thua_Thien_Hue_Province.html
"123 Pham Van Dong Street, Huế 53000 Việt Nam",2,49,,,,Hai Van Guest House,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Hai Van Guest House có điểm du lịch nổi tiếng nào?, ,Gần Hai Van Guest House có nhà hàng nào?, ",,0,,0,NA,23,,15,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d6929703-Reviews-Hai_Van_Guest_House-Hue_Thua_Thien_Hue_Province.html
"190/1/28 Đường Trần Phú, Huế Việt Nam",8,59,,,,Monaco Homestay,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Monaco Homestay có điểm du lịch nổi tiếng nào?, ,Gần Monaco Homestay có nhà hàng nào?, ",,0,,0,NA,32,,Huế,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d23354402-Reviews-Monaco_Homestay-Hue_Thua_Thien_Hue_Province.html
"129 Nguyen Cu Trinh, Huế Việt Nam",114,41,,,,Chi Homestay #4,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Chi Homestay #4 có điểm du lịch nổi tiếng nào?, ,Gần Chi Homestay #4 có nhà hàng nào?, ",,0,,0,NA,467,,Huế,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d18378242-Reviews-Chi_Homestay_4-Hue_Thua_Thien_Hue_Province.html
"4 Nguyen Binh, Huế Việt Nam",1,75,,,,Codo Dorm Garden,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Codo Dorm Garden có điểm du lịch nổi tiếng nào?, ,Gần Codo Dorm Garden có nhà hàng nào?, ",,0,,0,NA,18,,Huế,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d23437679-Reviews-Codo_Dorm_Garden-Hue_Thua_Thien_Hue_Province.html
"233 Pham Ngu Lao St. Dist. 1, Thành phố Hồ Chí Minh 70000 Việt Nam",84,98,732,Tiếng Việt,,Khách sạn Elios,1.204.545 ₫,727.273 ₫,"727.273 ₫, - ,1.204.545 ₫","Gần Khách sạn Elios có điểm du lịch nổi tiếng nào?, ,Khách sạn Elios có những tiện nghi tại cơ sở kinh doanh gì?, ,Khách sạn Elios có những tiện nghi phòng gì?, ,Khách sạn Elios có những lựa chọn đồ ăn & đồ uống gì?, ,Gần Khách sạn Elios có nhà hàng nào?, ,Khách sạn Elios có dịch vụ đưa đón tại sân bay không?, ,Khách sạn Elios có dịch vụ dọn phòng không?, ,Có di tích lịch sử nào gần Khách sạn Elios không?, ,Khách sạn Elios có tầm nhìn đẹp không?, ,Khách sạn Elios có trợ năng không?, ",322,1.196 đánh giá,Số 121 trong 609 khách sạn tại Thành phố Hồ Chí Minh,40,"3,0",542,Rất tốt,88,"Ngắm cảnh công viên,Gia đình",,155,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d650925-Reviews-Elios_Hotel-Ho_Chi_Minh_City.html
"28 Nguyen Huệ, Lê Lợi, QUy Nhơn D1207, Quy Nhơn 55000 Việt Nam",3,49,38,,,TMS Quy Nhơn Luxury Homestay,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần TMS Quy Nhơn Luxury Homestay có điểm du lịch nổi tiếng nào?, ,TMS Quy Nhơn Luxury Homestay có những tiện nghi tại cơ sở kinh doanh gì?, ,TMS Quy Nhơn Luxury Homestay có những tiện nghi phòng gì?, ,TMS Quy Nhơn Luxury Homestay có chỗ đỗ xe không?, ,Gần TMS Quy Nhơn Luxury Homestay có nhà hàng nào?, ,TMS Quy Nhơn Luxury Homestay có nằm gần trung tâm thành phố không?, ",1,2 đánh giá,Xếp thứ 1 trong 2 căn hộ cao cấp tại Quy Nhơn,50,NA,32,Tuyệt vời,20,,,1,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d23032283-Reviews-TMS_Quy_Nhon_Luxury_Homestay-Quy_Nhon_Binh_Dinh_Province.html
"34 Tran Cao Van, Quy Nhơn Việt Nam",0,0,,Tiếng Việt,,The T Homestay,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần The T Homestay có điểm du lịch nổi tiếng nào?, ",,1 đánh giá,Số 2 trong 3 nhà trọ đặc biệt tại Quy Nhơn,50,NA,0,Tuyệt vời,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d12822685-Reviews-The_T_Homestay-Quy_Nhon_Binh_Dinh_Province.html
,0,0,,,,Sa.ola xu Hue,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế",,,0,,0,NA,0,,Huế,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d23425068-Reviews-Sa_ola_xu_Hue-Hue_Thua_Thien_Hue_Province.html
"Đảo Hòn Tằm, Nha Trang 650000 Việt Nam",0,0,2556,"Tiếng Việt, Tiếng Trung",,Khu nghỉ dưỡng MerPerle Hòn Tằm,3.863.636 ₫,2.136.364 ₫,"2.136.364 ₫, - ,3.863.636 ₫","Gần Khu nghỉ dưỡng MerPerle Hòn Tằm có điểm du lịch nổi tiếng nào?, ,Khu nghỉ dưỡng MerPerle Hòn Tằm có những tiện nghi tại cơ sở kinh doanh gì?, ,Khu nghỉ dưỡng MerPerle Hòn Tằm có những tiện nghi phòng gì?, ,Khu nghỉ dưỡng MerPerle Hòn Tằm có những lựa chọn đồ ăn & đồ uống gì?, ,Khu nghỉ dưỡng MerPerle Hòn Tằm có chỗ đỗ xe không?, ,Gần Khu nghỉ dưỡng MerPerle Hòn Tằm có nhà hàng nào?, ,Tôi có thể tập thể dục tại Khu nghỉ dưỡng MerPerle Hòn Tằm không?, ,Khu nghỉ dưỡng MerPerle Hòn Tằm có dịch vụ đưa đón tại sân bay không?, ,Khu nghỉ dưỡng MerPerle Hòn Tằm có dịch vụ đưa đón tại sân bay không?, ,Khu nghỉ dưỡng MerPerle Hòn Tằm có dịch vụ dọn phòng không?, ,Khu nghỉ dưỡng MerPerle Hòn Tằm có cho phép vật nuôi không?, ",124,1.206 đánh giá,Số 15 trong 302 khách sạn tại Nha Trang,45,"5,0",0,Tuyệt vời,114,"Ngắm cảnh bến du thuyền,Ngắm cảnh núi",,830,https://www.tripadvisor.com.vn/Hotel_Review-g293928-d1194915-Reviews-MerPerle_Hon_Tam_Resort-Nha_Trang_Khanh_Hoa_Province.html
"588 Nguyễn Thái Học, Quy Nhơn Việt Nam",1,41,,,,Hotel ABC,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Hotel ABC có điểm du lịch nổi tiếng nào?, ",,1 đánh giá,Số 2 trong 2 B&B tại Quy Nhơn,50,NA,19,Tuyệt vời,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d21175990-Reviews-Hotel_ABC-Quy_Nhon_Binh_Dinh_Province.html
"58 Nguyễn Thị Minh Khai, Quy Nhơn 590000 Việt Nam",2,44,11,,,Future Homestay,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Future Homestay có điểm du lịch nổi tiếng nào?, ,Future Homestay có những tiện nghi tại cơ sở kinh doanh gì?, ,Future Homestay có chỗ đỗ xe không?, ",1,2 đánh giá,Xếp thứ 17 trong 38 nhà trọ tại Quy Nhơn,50,NA,32,Tuyệt vời,3,,,1,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d14163057-Reviews-Future_Homestay-Quy_Nhon_Binh_Dinh_Province.html
"12 Phung Khac Khoan, Quy Nhơn Việt Nam",15,39,,Tiếng Malaysia,,Quy Nhon Homestay,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Quy Nhon Homestay có điểm du lịch nổi tiếng nào?, ",,1 đánh giá,Xếp thứ 1 trong 1 biệt thự tại Quy Nhơn,50,NA,111,Tuyệt vời,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d12451259-Reviews-Quy_Nhon_Homestay-Quy_Nhon_Binh_Dinh_Province.html
"2 Nguyen Tu Ly Thuong Kiet Ward, Quy Nhơn Việt Nam",3,46,,,,Khai Hoan Hotel,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Khai Hoan Hotel có điểm du lịch nổi tiếng nào?, ,Khai Hoan Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Khai Hoan Hotel có những tiện nghi phòng gì?, ,Khai Hoan Hotel có những lựa chọn đồ ăn & đồ uống gì?, ,Khai Hoan Hotel có chỗ đỗ xe không?, ",,0,,0,NA,32,,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d12262500-Reviews-Khai_Hoan_Hotel-Quy_Nhon_Binh_Dinh_Province.html
"Bai Nom, Thon Ly Hoa, Xa Nhon Ly, Quy Nhơn 820000 Việt Nam",0,0,,,,Chai Village,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Chai Village có điểm du lịch nổi tiếng nào?, ",,1 đánh giá,Xếp thứ 18 trong 38 nhà trọ tại Quy Nhơn,50,NA,0,Tuyệt vời,13,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d21173879-Reviews-Chai_Village-Quy_Nhon_Binh_Dinh_Province.html
"28 Nguyễn Huệ Tầng 5A- 28 Nguyễn Huệ, Quy Nhơn 55000 Việt Nam",8,89,,,,TMS Quy Nhơn Luxury Homestay,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần TMS Quy Nhơn Luxury Homestay có điểm du lịch nổi tiếng nào?, ,Gần TMS Quy Nhơn Luxury Homestay có nhà hàng nào?, ",,0,,0,NA,28,,20,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d23365516-Reviews-TMS_Quy_Nhon_Luxury_Homestay-Quy_Nhon_Binh_Dinh_Province.html
"33 Nguyen Thi Dinh, Quy Nhơn Việt Nam",0,0,,Tiếng Việt,,Bao Phu Guesthouse,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Bao Phu Guesthouse có điểm du lịch nổi tiếng nào?, ,Bao Phu Guesthouse có những tiện nghi tại cơ sở kinh doanh gì?, ,Bao Phu Guesthouse có chỗ đỗ xe không?, ",,0,,0,NA,0,,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d12727643-Reviews-Bao_Phu_Guesthouse-Quy_Nhon_Binh_Dinh_Province.html
"018 Pham Xuan Huan Street, Sapa 1900 Việt Nam",17,100,710,,,Sapa Horizon Hotel,8.613.636 ₫,1.363.636 ₫,"1.363.636 ₫, - ,8.613.636 ₫","Gần Sapa Horizon Hotel có điểm du lịch nổi tiếng nào?, ,Sapa Horizon Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Sapa Horizon Hotel có những tiện nghi phòng gì?, ,Sapa Horizon Hotel có những lựa chọn đồ ăn & đồ uống gì?, ,Gần Sapa Horizon Hotel có nhà hàng nào?, ,Sapa Horizon Hotel có dịch vụ đưa đón tại sân bay không?, ,Sapa Horizon Hotel có nằm gần trung tâm thành phố không?, ,Sapa Horizon Hotel có dịch vụ dọn phòng không?, ,Sapa Horizon Hotel có tầm nhìn đẹp không?, ",112,1.197 đánh giá,Số 16 trong 112 khách sạn tại Sapa,50,"3,0",135,Tuyệt vời,25,"Nằm ở vị trí trung tâm,Gia đình",,43,https://www.tripadvisor.com.vn/Hotel_Review-g311304-d12847141-Reviews-Sapa_Horizon_Hotel-Sapa_Lao_Cai_Province.html
"28 Nguyen Cong Tru, Quy Nhơn Việt Nam",0,0,,Tiếng Anh,,two.sisters.homestay,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần two.sisters.homestay có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,0,,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d13003067-Reviews-Two_sisters_homestay-Quy_Nhon_Binh_Dinh_Province.html
"8 Ngo May, Quy Nhơn Việt Nam",1,36,,"Tiếng Việt, Tiếng Anh",,Ngoc Ha Hotel,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Ngoc Ha Hotel có điểm du lịch nổi tiếng nào?, ,Ngoc Ha Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Ngoc Ha Hotel có những tiện nghi phòng gì?, ,Ngoc Ha Hotel có chỗ đỗ xe không?, ,Gần Ngoc Ha Hotel có nhà hàng nào?, ,Ngoc Ha Hotel có dịch vụ đưa đón tại sân bay không?, ,Ngoc Ha Hotel có dịch vụ đưa đón tại sân bay không?, ,Ngoc Ha Hotel có dịch vụ dọn phòng không?, ,Ngoc Ha Hotel có cho phép vật nuôi không?, ",,1 đánh giá,Số 17 trong 19 khách sạn đặc biệt tại Quy Nhơn,40,NA,29,Rất tốt,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d12494965-Reviews-Ngoc_Ha_Hotel-Quy_Nhon_Binh_Dinh_Province.html
"15A Doi Can Street, Ghenh Rang Ward, Quy Nhơn Việt Nam",0,0,,Tiếng Việt,,Hoai My Guesthouse,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Hoai My Guesthouse có điểm du lịch nổi tiếng nào?, ,Hoai My Guesthouse có những tiện nghi tại cơ sở kinh doanh gì?, ,Hoai My Guesthouse có chỗ đỗ xe không?, ",,0,,0,NA,0,,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d12820472-Reviews-Hoai_My_Guesthouse-Quy_Nhon_Binh_Dinh_Province.html
"2/27 An Duong Vuong, Quy Nhơn Việt Nam",0,0,,,,Nau's House - Homestay,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Nau's House - Homestay có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,0,,3,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d13813141-Reviews-Nau_s_House_Homestay-Quy_Nhon_Binh_Dinh_Province.html
"10 Nguyen Phi Khanh, Quy Nhơn Việt Nam",1,54,,Tiếng Việt,,Hotel Phuc Gia,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Hotel Phuc Gia có điểm du lịch nổi tiếng nào?, ,Hotel Phuc Gia có những tiện nghi tại cơ sở kinh doanh gì?, ,Hotel Phuc Gia có những tiện nghi phòng gì?, ",,0,,0,NA,14,,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d13326514-Reviews-Hotel_Phuc_Gia-Quy_Nhon_Binh_Dinh_Province.html
"48 Lac Long Quan Street, Nga ba Phu tai, Quy Nhơn Việt Nam",0,0,,Tiếng Việt,,Hotel Thien Nga,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Hotel Thien Nga có điểm du lịch nổi tiếng nào?, ,Hotel Thien Nga có những tiện nghi tại cơ sở kinh doanh gì?, ,Hotel Thien Nga có chỗ đỗ xe không?, ",,0,,0,NA,0,,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d12819805-Reviews-Hotel_Thien_Nga-Quy_Nhon_Binh_Dinh_Province.html
"98 Xuân Diệu Phường Hải Cảng, Quy Nhơn 590000 Việt Nam",2,48,,,,Sao Biển Hotel,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Sao Biển Hotel có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,37,,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d14021442-Reviews-Sao_Bien_Hotel-Quy_Nhon_Binh_Dinh_Province.html
"lot 10, Street 02A Quang Trung Ward, Quy Nhơn Việt Nam",2,45,,Tiếng Việt,,Kieu Vy Motel,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Kieu Vy Motel có điểm du lịch nổi tiếng nào?, ,Kieu Vy Motel có những tiện nghi tại cơ sở kinh doanh gì?, ,Kieu Vy Motel có những tiện nghi phòng gì?, ,Kieu Vy Motel có chỗ đỗ xe không?, ",,0,,0,NA,31,,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d13006076-Reviews-Kieu_Vy_Motel-Quy_Nhon_Binh_Dinh_Province.html
"4-5 Nguyen Tu, Ly Thuong Kiet Ward, Quy Nhơn Việt Nam",4,54,,"Tiếng Việt, Tiếng Anh",,Hong Hung Hotel,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Hong Hung Hotel có điểm du lịch nổi tiếng nào?, ,Hong Hung Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Hong Hung Hotel có chỗ đỗ xe không?, ,Gần Hong Hung Hotel có nhà hàng nào?, ,Hong Hung Hotel có dịch vụ đưa đón tại sân bay không?, ",,0,,0,"1,0",32,,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d12477812-Reviews-Hong_Hung_Hotel-Quy_Nhon_Binh_Dinh_Province.html
"1 Chuong Duong, Quy Nhơn Việt Nam",0,0,,Tiếng Việt,,Chuong Duong Hotel,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Chuong Duong Hotel có điểm du lịch nổi tiếng nào?, ,Chuong Duong Hotel có những tiện nghi phòng gì?, ,Chuong Duong Hotel có chỗ đỗ xe không?, ,Gần Chuong Duong Hotel có nhà hàng nào?, ",,0,,0,NA,0,,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d12525230-Reviews-Chuong_Duong_Hotel-Quy_Nhon_Binh_Dinh_Province.html
"321 Dong Da Street Thi Nai Ward, Quy Nhơn Việt Nam",2,48,,Tiếng Anh,,Hoang Kim Guesthouse,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Hoang Kim Guesthouse có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,19,,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d12843826-Reviews-Hoang_Kim_Guesthouse-Quy_Nhon_Binh_Dinh_Province.html
"08 Nguyen Viet Xuan Ghenh Rang Ward, Quy Nhơn Việt Nam",0,0,,,,An Phat Hotel,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần An Phat Hotel có điểm du lịch nổi tiếng nào?, ,An Phat Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,An Phat Hotel có chỗ đỗ xe không?, ,Gần An Phat Hotel có nhà hàng nào?, ,An Phat Hotel có dịch vụ đưa đón tại sân bay không?, ",,1 đánh giá,Số 19 trong 36 khách sạn nhỏ tại Quy Nhơn,30,NA,0,Trung bình,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d12698128-Reviews-An_Phat_Hotel-Quy_Nhon_Binh_Dinh_Province.html
"74 Le Cong Mien Ghenh Rang, Quy Nhơn Việt Nam",0,0,,,,Hanh Chi Hotel,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Hanh Chi Hotel có điểm du lịch nổi tiếng nào?, ,Hanh Chi Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Hanh Chi Hotel có chỗ đỗ xe không?, ",,0,,0,NA,0,,18,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d12842296-Reviews-Hanh_Chi_Hotel-Quy_Nhon_Binh_Dinh_Province.html
"Nguyen Dieu Street, Quy Nhơn Việt Nam",0,0,,Tiếng Việt,,Thanh Cong Hotel,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Thanh Cong Hotel có điểm du lịch nổi tiếng nào?, ,Thanh Cong Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Thanh Cong Hotel có những tiện nghi phòng gì?, ,Thanh Cong Hotel có chỗ đỗ xe không?, ",,0,,0,NA,0,,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d12813352-Reviews-Thanh_Cong_Hotel-Quy_Nhon_Binh_Dinh_Province.html
"01 Vo Nguyen Giap, Quy Nhơn Việt Nam",1,54,,"Tiếng Việt, Tiếng Anh",,Heaven Guest House,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Heaven Guest House có điểm du lịch nổi tiếng nào?, ,Heaven Guest House có những tiện nghi tại cơ sở kinh doanh gì?, ,Heaven Guest House có chỗ đỗ xe không?, ,Gần Heaven Guest House có nhà hàng nào?, ",,0,,0,NA,14,,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d12252843-Reviews-Heaven_Guest_House-Quy_Nhon_Binh_Dinh_Province.html
"158 Vo Lieu, Quy Nhơn Việt Nam",0,0,,Tiếng Việt,,Nhat Minh Guesthouse,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Nhat Minh Guesthouse có điểm du lịch nổi tiếng nào?, ",,0,,0,NA,0,,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d12819732-Reviews-Nhat_Minh_Guesthouse-Quy_Nhon_Binh_Dinh_Province.html
"07 Le Lai, Quy Nhơn Việt Nam",2,37,,Tiếng Việt,,T102 Guest House,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần T102 Guest House có điểm du lịch nổi tiếng nào?, ,T102 Guest House có những tiện nghi phòng gì?, ",,0,,0,NA,31,,36,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d12662580-Reviews-T102_Guest_House-Quy_Nhon_Binh_Dinh_Province.html
"24 Duong To Hien Thanh, Quy Nhơn Việt Nam",3,46,,,,Public House Hostel,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Public House Hostel có điểm du lịch nổi tiếng nào?, ,Gần Public House Hostel có nhà hàng nào?, ",,0,,0,NA,29,,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d13812649-Reviews-Public_House_Hostel-Quy_Nhon_Binh_Dinh_Province.html
"126 Chuong Duong, Quy Nhơn Việt Nam",0,0,,"Tiếng Anh, Tiếng Pháp, Tiếng Ả Rập",,Minh Trang Guesthouse,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Minh Trang Guesthouse có điểm du lịch nổi tiếng nào?, ,Minh Trang Guesthouse có những tiện nghi tại cơ sở kinh doanh gì?, ,Minh Trang Guesthouse có chỗ đỗ xe không?, ,Gần Minh Trang Guesthouse có nhà hàng nào?, ,Minh Trang Guesthouse có dịch vụ đưa đón tại sân bay không?, ",,0,,0,NA,0,,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d11794304-Reviews-Minh_Trang_Guesthouse-Quy_Nhon_Binh_Dinh_Province.html
